Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-11-16 00:00:00+09:00,2483.47998046875,2491.97998046875,2472.68994140625,2488.179931640625,407400,0.0,0.0
2023-11-17 00:00:00+09:00,2477.429931640625,2481.10009765625,2463.590087890625,2469.85009765625,388200,0.0,0.0
2023-11-20 00:00:00+09:00,2464.719970703125,2499.75,2464.0400390625,2491.199951171875,323800,0.0,0.0
2023-11-21 00:00:00+09:00,2504.699951171875,2517.739990234375,2500.909912109375,2510.419921875,345100,0.0,0.0
2023-11-22 00:00:00+09:00,2493.169921875,2516.719970703125,2490.429931640625,2511.699951171875,439500,0.0,0.0
2023-11-23 00:00:00+09:00,2515.830078125,2522.199951171875,2507.300048828125,2514.9599609375,360900,0.0,0.0
2023-11-24 00:00:00+09:00,2517.8798828125,2521.56005859375,2496.6298828125,2496.6298828125,359400,0.0,0.0
2023-11-27 00:00:00+09:00,2501.830078125,2511.3701171875,2489.179931640625,2495.659912109375,364700,0.0,0.0
2023-11-28 00:00:00+09:00,2506.139892578125,2522.449951171875,2502.260009765625,2521.760009765625,442400,0.0,0.0
2023-11-29 00:00:00+09:00,2518.800048828125,2523.97998046875,2501.43994140625,2519.81005859375,579300,0.0,0.0
2023-11-30 00:00:00+09:00,2512.110107421875,2535.2900390625,2507.800048828125,2535.2900390625,664300,0.0,0.0
2023-12-01 00:00:00+09:00,2520.489990234375,2520.489990234375,2504.06005859375,2505.010009765625,516600,0.0,0.0
2023-12-04 00:00:00+09:00,2522.219970703125,2525.6298828125,2510.52001953125,2514.949951171875,498900,0.0,0.0
2023-12-05 00:00:00+09:00,2507.449951171875,2509.739990234375,2492.550048828125,2494.280029296875,427100,0.0,0.0
2023-12-06 00:00:00+09:00,2503.570068359375,2509.669921875,2495.3798828125,2495.3798828125,391000,0.0,0.0
2023-12-07 00:00:00+09:00,2493.139892578125,2499.72998046875,2481.0,2492.070068359375,446900,0.0,0.0
2023-12-08 00:00:00+09:00,2510.239990234375,2521.580078125,2507.139892578125,2517.85009765625,431800,0.0,0.0
2023-12-11 00:00:00+09:00,2524.7900390625,2528.889892578125,2512.449951171875,2525.360107421875,435000,0.0,0.0
2023-12-12 00:00:00+09:00,2535.110107421875,2543.06005859375,2529.739990234375,2535.27001953125,378000,0.0,0.0
2023-12-13 00:00:00+09:00,2531.22998046875,2531.22998046875,2509.889892578125,2510.659912109375,377900,0.0,0.0
2023-12-14 00:00:00+09:00,2547.739990234375,2549.64990234375,2532.159912109375,2544.179931640625,530100,0.0,0.0
2023-12-15 00:00:00+09:00,2558.43994140625,2574.22998046875,2555.300048828125,2563.56005859375,465300,0.0,0.0
2023-12-18 00:00:00+09:00,2568.77001953125,2573.1298828125,2556.050048828125,2566.860107421875,383000,0.0,0.0
2023-12-19 00:00:00+09:00,2564.81005859375,2570.06005859375,2556.52001953125,2568.550048828125,392500,0.0,0.0
2023-12-20 00:00:00+09:00,2586.989990234375,2615.3798828125,2584.85009765625,2614.300048828125,570400,0.0,0.0
2023-12-21 00:00:00+09:00,2598.3701171875,2610.81005859375,2587.159912109375,2600.02001953125,578300,0.0,0.0
2023-12-22 00:00:00+09:00,2617.719970703125,2621.3701171875,2599.510009765625,2599.510009765625,466000,0.0,0.0
2023-12-26 00:00:00+09:00,2609.43994140625,2612.139892578125,2594.64990234375,2602.590087890625,439500,0.0,0.0
2023-12-27 00:00:00+09:00,2599.35009765625,2613.5,2590.080078125,2613.5,349700,0.0,0.0
2023-12-28 00:00:00+09:00,2616.27001953125,2655.280029296875,2611.719970703125,2655.280029296875,460100,0.0,0.0
2024-01-02 00:00:00+09:00,2645.469970703125,2675.800048828125,2641.8798828125,2669.81005859375,409900,0.0,0.0
2024-01-03 00:00:00+09:00,2643.5400390625,2643.719970703125,2607.31005859375,2607.31005859375,463100,0.0,0.0
2024-01-04 00:00:00+09:00,2592.43994140625,2602.639892578125,2580.090087890625,2587.02001953125,770200,0.0,0.0
2024-01-05 00:00:00+09:00,2586.889892578125,2592.2900390625,2572.60009765625,2578.080078125,520500,0.0,0.0
2024-01-08 00:00:00+09:00,2584.22998046875,2591.679931640625,2566.340087890625,2567.820068359375,320100,0.0,0.0
2024-01-09 00:00:00+09:00,2598.31005859375,2599.3701171875,2556.0,2561.239990234375,790300,0.0,0.0
2024-01-10 00:00:00+09:00,2563.969970703125,2568.18994140625,2539.820068359375,2541.97998046875,570000,0.0,0.0
2024-01-11 00:00:00+09:00,2543.030029296875,2557.300048828125,2540.27001953125,2540.27001953125,788400,0.0,0.0
2024-01-12 00:00:00+09:00,2536.550048828125,2543.830078125,2517.760009765625,2525.050048828125,790200,0.0,0.0
2024-01-15 00:00:00+09:00,2525.68994140625,2536.06005859375,2515.840087890625,2525.989990234375,800000,0.0,0.0
2024-01-16 00:00:00+09:00,2516.27001953125,2524.35009765625,2491.1298828125,2497.590087890625,659600,0.0,0.0
2024-01-17 00:00:00+09:00,2501.22998046875,2503.909912109375,2435.340087890625,2435.89990234375,965600,0.0,0.0
2024-01-18 00:00:00+09:00,2439.9599609375,2453.969970703125,2429.1201171875,2440.0400390625,570000,0.0,0.0
2024-01-19 00:00:00+09:00,2468.429931640625,2479.0,2455.5,2472.739990234375,518800,0.0,0.0
2024-01-22 00:00:00+09:00,2489.570068359375,2490.68994140625,2464.35009765625,2464.35009765625,386600,0.0,0.0
2024-01-23 00:00:00+09:00,2478.320068359375,2482.840087890625,2464.239990234375,2478.610107421875,472300,0.0,0.0
2024-01-24 00:00:00+09:00,2476.219970703125,2476.219970703125,2454.340087890625,2469.68994140625,395500,0.0,0.0
2024-01-25 00:00:00+09:00,2467.72998046875,2474.010009765625,2452.360107421875,2470.340087890625,357200,0.0,0.0
2024-01-26 00:00:00+09:00,2458.050048828125,2502.610107421875,2453.449951171875,2478.56005859375,292700,0.0,0.0
2024-01-29 00:00:00+09:00,2490.929931640625,2516.919921875,2483.81005859375,2500.64990234375,421800,0.0,0.0
2024-01-30 00:00:00+09:00,2523.679931640625,2528.5400390625,2498.81005859375,2498.81005859375,481800,0.0,0.0
2024-01-31 00:00:00+09:00,2487.89990234375,2502.449951171875,2486.969970703125,2497.090087890625,437600,0.0,0.0
2024-02-01 00:00:00+09:00,2491.929931640625,2542.4599609375,2491.929931640625,2542.4599609375,751100,0.0,0.0
2024-02-02 00:00:00+09:00,2559.39990234375,2615.340087890625,2559.389892578125,2615.31005859375,588700,0.0,0.0
2024-02-05 00:00:00+09:00,2612.77001953125,2612.77001953125,2562.5,2591.31005859375,511700,0.0,0.0
2024-02-06 00:00:00+09:00,2584.199951171875,2599.179931640625,2563.8701171875,2576.199951171875,411600,0.0,0.0
2024-02-07 00:00:00+09:00,2592.590087890625,2625.239990234375,2588.090087890625,2609.580078125,518200,0.0,0.0
2024-02-08 00:00:00+09:00,2620.260009765625,2629.510009765625,2610.2099609375,2620.320068359375,430000,0.0,0.0
2024-02-13 00:00:00+09:00,2644.169921875,2656.8701171875,2640.9599609375,2649.639892578125,559400,0.0,0.0
2024-02-14 00:00:00+09:00,2609.60009765625,2627.31005859375,2601.989990234375,2620.419921875,543500,0.0,0.0
2024-02-15 00:00:00+09:00,2643.81005859375,2643.860107421875,2613.800048828125,2613.800048828125,621400,0.0,0.0
2024-02-16 00:00:00+09:00,2635.6298828125,2648.760009765625,2625.010009765625,2648.760009765625,593800,0.0,0.0
2024-02-19 00:00:00+09:00,2653.1201171875,2683.389892578125,2653.1201171875,2680.260009765625,422700,0.0,0.0
2024-02-20 00:00:00+09:00,2671.550048828125,2673.840087890625,2643.929931640625,2657.7900390625,612700,0.0,0.0
2024-02-21 00:00:00+09:00,2656.919921875,2670.949951171875,2644.0400390625,2653.31005859375,562100,0.0,0.0
2024-02-22 00:00:00+09:00,2671.68994140625,2671.68994140625,2653.989990234375,2664.27001953125,456400,0.0,0.0
2024-02-23 00:00:00+09:00,2681.030029296875,2694.800048828125,2665.2099609375,2667.699951171875,415400,0.0,0.0
2024-02-26 00:00:00+09:00,2657.35009765625,2659.60009765625,2629.780029296875,2647.080078125,530500,0.0,0.0
2024-02-27 00:00:00+09:00,2654.760009765625,2654.760009765625,2619.3798828125,2625.050048828125,574300,0.0,0.0
2024-02-28 00:00:00+09:00,2629.110107421875,2657.320068359375,2623.14990234375,2652.2900390625,421600,0.0,0.0
2024-02-29 00:00:00+09:00,2643.47998046875,2647.56005859375,2628.6201171875,2642.360107421875,496100,0.0,0.0
2024-03-04 00:00:00+09:00,2664.52001953125,2682.800048828125,2662.320068359375,2674.27001953125,404000,0.0,0.0
2024-03-05 00:00:00+09:00,2660.800048828125,2684.830078125,2649.35009765625,2649.39990234375,457200,0.0,0.0
2024-03-06 00:00:00+09:00,2638.840087890625,2649.780029296875,2630.159912109375,2641.489990234375,379000,0.0,0.0
2024-03-07 00:00:00+09:00,2653.97998046875,2660.260009765625,2633.570068359375,2647.6201171875,462900,0.0,0.0
2024-03-08 00:00:00+09:00,2676.7900390625,2688.0,2668.3798828125,2680.35009765625,454300,0.0,0.0
2024-03-11 00:00:00+09:00,2665.580078125,2677.2099609375,2658.739990234375,2659.840087890625,389800,0.0,0.0
2024-03-12 00:00:00+09:00,2673.469970703125,2686.139892578125,2659.719970703125,2681.81005859375,404000,0.0,0.0
2024-03-13 00:00:00+09:00,2694.7099609375,2701.449951171875,2679.5400390625,2693.570068359375,497200,0.0,0.0
2024-03-14 00:00:00+09:00,2698.3701171875,2718.760009765625,2696.31005859375,2718.760009765625,609300,0.0,0.0
2024-03-15 00:00:00+09:00,2701.909912109375,2705.590087890625,2666.840087890625,2666.840087890625,582100,0.0,0.0
2024-03-18 00:00:00+09:00,2678.52001953125,2688.070068359375,2665.280029296875,2685.840087890625,408200,0.0,0.0
2024-03-19 00:00:00+09:00,2673.570068359375,2673.570068359375,2645.139892578125,2656.169921875,695900,0.0,0.0
2024-03-20 00:00:00+09:00,2680.699951171875,2692.52001953125,2674.090087890625,2690.139892578125,720500,0.0,0.0
2024-03-21 00:00:00+09:00,2731.179931640625,2755.449951171875,2724.25,2754.860107421875,823700,0.0,0.0
2024-03-22 00:00:00+09:00,2751.14990234375,2763.06005859375,2738.179931640625,2748.56005859375,509500,0.0,0.0
2024-03-25 00:00:00+09:00,2756.590087890625,2763.6298828125,2731.699951171875,2737.570068359375,489600,0.0,0.0
2024-03-26 00:00:00+09:00,2756.419921875,2779.39990234375,2752.27001953125,2757.090087890625,448300,0.0,0.0
2024-03-27 00:00:00+09:00,2745.0,2762.030029296875,2745.0,2755.110107421875,510600,0.0,0.0
2024-03-28 00:00:00+09:00,2753.219970703125,2756.860107421875,2742.679931640625,2745.820068359375,419300,0.0,0.0
2024-03-29 00:00:00+09:00,2757.27001953125,2757.550048828125,2739.1201171875,2746.6298828125,495500,0.0,0.0
2024-04-01 00:00:00+09:00,2766.239990234375,2769.8701171875,2747.39990234375,2747.860107421875,397600,0.0,0.0
2024-04-02 00:00:00+09:00,2744.14990234375,2760.330078125,2737.18994140625,2753.159912109375,630400,0.0,0.0
2024-04-03 00:00:00+09:00,2730.679931640625,2732.2900390625,2706.969970703125,2706.969970703125,640800,0.0,0.0
2024-04-04 00:00:00+09:00,2738.239990234375,2746.389892578125,2727.10009765625,2742.0,478000,0.0,0.0
2024-04-05 00:00:00+09:00,2713.9599609375,2730.469970703125,2705.31005859375,2714.2099609375,621000,0.0,0.0
2024-04-08 00:00:00+09:00,2718.760009765625,2725.580078125,2706.739990234375,2717.64990234375,620700,0.0,0.0
2024-04-09 00:00:00+09:00,2733.22998046875,2741.22998046875,2703.9599609375,2705.159912109375,470200,0.0,0.0
2024-04-11 00:00:00+09:00,2665.39990234375,2718.070068359375,2661.919921875,2706.9599609375,561300,0.0,0.0
2024-04-12 00:00:00+09:00,2710.889892578125,2712.449951171875,2678.2099609375,2681.820068359375,513700,0.0,0.0
2024-04-15 00:00:00+09:00,2661.360107421875,2673.260009765625,2641.159912109375,2670.429931640625,562000,0.0,0.0
2024-04-16 00:00:00+09:00,2644.169921875,2647.60009765625,2601.449951171875,2609.6298828125,570200,0.0,0.0
2024-04-17 00:00:00+09:00,2619.14990234375,2626.6298828125,2584.179931640625,2584.179931640625,414300,0.0,0.0
2024-04-18 00:00:00+09:00,2595.4599609375,2642.030029296875,2593.260009765625,2634.699951171875,478800,0.0,0.0
2024-04-19 00:00:00+09:00,2600.68994140625,2609.89990234375,2553.550048828125,2591.860107421875,809500,0.0,0.0
2024-04-22 00:00:00+09:00,2615.719970703125,2629.43994140625,2604.3701171875,2629.43994140625,401900,0.0,0.0
2024-04-23 00:00:00+09:00,2632.14990234375,2641.780029296875,2619.719970703125,2623.02001953125,430300,0.0,0.0
2024-04-24 00:00:00+09:00,2662.840087890625,2677.85009765625,2662.840087890625,2675.75,325100,0.0,0.0
2024-04-25 00:00:00+09:00,2646.800048828125,2656.510009765625,2628.6201171875,2628.6201171875,334100,0.0,0.0
2024-04-26 00:00:00+09:00,2650.93994140625,2662.10009765625,2641.35009765625,2656.330078125,450500,0.0,0.0
2024-04-29 00:00:00+09:00,2675.4599609375,2687.43994140625,2665.2099609375,2687.43994140625,470500,0.0,0.0
2024-04-30 00:00:00+09:00,2693.219970703125,2710.22998046875,2687.2900390625,2692.06005859375,460100,0.0,0.0
2024-05-02 00:00:00+09:00,2679.0400390625,2692.469970703125,2678.840087890625,2683.64990234375,351100,0.0,0.0
2024-05-03 00:00:00+09:00,2704.31005859375,2705.260009765625,2676.6298828125,2676.6298828125,338600,0.0,0.0
2024-05-07 00:00:00+09:00,2718.169921875,2734.360107421875,2716.6201171875,2734.360107421875,532200,0.0,0.0
2024-05-08 00:00:00+09:00,2732.110107421875,2745.050048828125,2727.929931640625,2745.050048828125,436300,0.0,0.0
2024-05-09 00:00:00+09:00,2743.2900390625,2749.139892578125,2710.25,2712.139892578125,423800,0.0,0.0
2024-05-10 00:00:00+09:00,2737.949951171875,2743.580078125,2723.2099609375,2727.6298828125,586100,0.0,0.0
2024-05-13 00:00:00+09:00,2735.199951171875,2738.3798828125,2713.919921875,2727.2099609375,625300,0.0,0.0
2024-05-14 00:00:00+09:00,2732.97998046875,2735.820068359375,2722.739990234375,2730.340087890625,443300,0.0,0.0
2024-05-16 00:00:00+09:00,2770.27001953125,2773.4599609375,2748.219970703125,2753.0,521800,0.0,0.0
2024-05-17 00:00:00+09:00,2751.469970703125,2752.169921875,2724.6201171875,2724.6201171875,575900,0.0,0.0
2024-05-20 00:00:00+09:00,2741.239990234375,2756.409912109375,2734.639892578125,2742.139892578125,582100,0.0,0.0
2024-05-21 00:00:00+09:00,2733.030029296875,2734.47998046875,2719.739990234375,2724.179931640625,560800,0.0,0.0
2024-05-22 00:00:00+09:00,2723.4599609375,2733.070068359375,2707.8701171875,2723.4599609375,484700,0.0,0.0
2024-05-23 00:00:00+09:00,2719.030029296875,2734.27001953125,2704.0,2721.81005859375,427400,0.0,0.0
2024-05-24 00:00:00+09:00,2693.64990234375,2696.989990234375,2681.169921875,2687.60009765625,501600,0.0,0.0
2024-05-27 00:00:00+09:00,2697.159912109375,2725.080078125,2693.659912109375,2722.989990234375,556700,0.0,0.0
2024-05-28 00:00:00+09:00,2715.52001953125,2730.1201171875,2714.340087890625,2722.85009765625,441000,0.0,0.0
2024-05-29 00:00:00+09:00,2719.56005859375,2721.6298828125,2677.070068359375,2677.300048828125,439000,0.0,0.0
2024-05-30 00:00:00+09:00,2666.6298828125,2666.6298828125,2635.43994140625,2635.43994140625,371900,0.0,0.0
2024-05-31 00:00:00+09:00,2657.8701171875,2664.47998046875,2635.77001953125,2636.52001953125,613700,0.0,0.0
2024-06-03 00:00:00+09:00,2657.81005859375,2690.72998046875,2657.81005859375,2682.52001953125,782300,0.0,0.0
2024-06-04 00:00:00+09:00,2668.72998046875,2679.469970703125,2659.429931640625,2662.10009765625,773500,0.0,0.0
2024-06-05 00:00:00+09:00,2681.110107421875,2697.429931640625,2667.6298828125,2689.5,881500,0.0,0.0
2024-06-07 00:00:00+09:00,2718.25,2729.6298828125,2705.22998046875,2722.669921875,783900,0.0,0.0
2024-06-10 00:00:00+09:00,2698.7099609375,2718.889892578125,2689.18994140625,2701.169921875,506900,0.0,0.0
2024-06-11 00:00:00+09:00,2716.719970703125,2718.8798828125,2702.169921875,2705.320068359375,558900,0.0,0.0
2024-06-12 00:00:00+09:00,2709.64990234375,2730.300048828125,2707.43994140625,2728.169921875,511000,0.0,0.0
2024-06-13 00:00:00+09:00,2764.179931640625,2776.719970703125,2752.610107421875,2754.889892578125,700000,0.0,0.0
2024-06-14 00:00:00+09:00,2759.219970703125,2769.159912109375,2750.860107421875,2758.419921875,645000,0.0,0.0
2024-06-17 00:00:00+09:00,2754.830078125,2759.860107421875,2741.030029296875,2744.10009765625,594000,0.0,0.0
2024-06-18 00:00:00+09:00,2765.699951171875,2772.35009765625,2759.030029296875,2763.919921875,561500,0.0,0.0
2024-06-19 00:00:00+09:00,2786.159912109375,2799.320068359375,2786.159912109375,2797.330078125,645700,0.0,0.0
2024-06-20 00:00:00+09:00,2802.10009765625,2812.6201171875,2796.3701171875,2807.6298828125,758200,0.0,0.0
2024-06-21 00:00:00+09:00,2794.8701171875,2797.0,2777.330078125,2784.260009765625,631100,0.0,0.0
2024-06-24 00:00:00+09:00,2772.85009765625,2782.89990234375,2758.090087890625,2764.72998046875,592800,0.0,0.0
2024-06-25 00:00:00+09:00,2765.760009765625,2780.419921875,2765.760009765625,2774.389892578125,714200,0.0,0.0
2024-06-26 00:00:00+09:00,2767.429931640625,2792.070068359375,2762.97998046875,2792.050048828125,534300,0.0,0.0
2024-06-27 00:00:00+09:00,2767.6201171875,2784.330078125,2761.550048828125,2784.06005859375,396700,0.0,0.0
2024-06-28 00:00:00+09:00,2792.7900390625,2797.820068359375,2782.39990234375,2797.820068359375,610600,0.0,0.0
2024-07-01 00:00:00+09:00,2792.9599609375,2805.949951171875,2783.97998046875,2804.31005859375,458800,0.0,0.0
2024-07-02 00:00:00+09:00,2798.64990234375,2805.419921875,2776.6201171875,2780.860107421875,538400,0.0,0.0
2024-07-03 00:00:00+09:00,2797.139892578125,2799.699951171875,2774.7099609375,2794.010009765625,339800,0.0,0.0
2024-07-04 00:00:00+09:00,2817.06005859375,2824.93994140625,2808.8798828125,2824.93994140625,393200,0.0,0.0
2024-07-05 00:00:00+09:00,2836.2099609375,2871.9599609375,2836.2099609375,2862.22998046875,377600,0.0,0.0
2024-07-08 00:00:00+09:00,2862.580078125,2868.989990234375,2855.530029296875,2857.760009765625,424600,0.0,0.0
2024-07-09 00:00:00+09:00,2872.6298828125,2875.3701171875,2854.1298828125,2867.3798828125,455800,0.0,0.0
2024-07-10 00:00:00+09:00,2863.050048828125,2871.56005859375,2858.8701171875,2867.989990234375,471800,0.0,0.0
2024-07-11 00:00:00+09:00,2888.760009765625,2896.429931640625,2879.280029296875,2891.35009765625,461700,0.0,0.0
2024-07-12 00:00:00+09:00,2867.75,2872.25,2844.8798828125,2857.0,407400,0.0,0.0
2024-07-15 00:00:00+09:00,2869.14990234375,2872.89990234375,2848.929931640625,2860.919921875,424500,0.0,0.0
2024-07-16 00:00:00+09:00,2861.7099609375,2872.2099609375,2857.070068359375,2866.090087890625,677300,0.0,0.0
2024-07-17 00:00:00+09:00,2865.89990234375,2868.580078125,2841.330078125,2843.2900390625,548100,0.0,0.0
2024-07-18 00:00:00+09:00,2805.639892578125,2824.35009765625,2799.02001953125,2824.35009765625,657700,0.0,0.0
2024-07-19 00:00:00+09:00,2800.2099609375,2802.679931640625,2776.989990234375,2795.4599609375,425600,0.0,0.0
2024-07-22 00:00:00+09:00,2790.989990234375,2795.1201171875,2752.6298828125,2763.510009765625,463400,0.0,0.0
2024-07-23 00:00:00+09:00,2788.830078125,2796.919921875,2765.81005859375,2774.2900390625,422700,0.0,0.0
